"Regra","Antecedente","Consequente","support","confidence","coverage","lift","count"
"{6 RIBBONS RUSTIC CHARM,JUMBO BAG RED RETROSPOT,ROSES REGENCY TEACUP AND SAUCER} => {RED TOADSTOOL LED NIGHT LIGHT}","{6 RIBBONS RUSTIC CHARM,JUMBO BAG RED RETROSPOT,ROSES REGENCY TEACUP AND SAUCER}","{RED TOADSTOOL LED NIGHT LIGHT}",0.0053,0.875,0.006,12.6812,21
"{RECIPE BOX PANTRY YELLOW DESIGN,RECYCLING BAG RETROSPOT,ROSES REGENCY TEACUP AND SAUCER} => {RED TOADSTOOL LED NIGHT LIGHT}","{RECIPE BOX PANTRY YELLOW DESIGN,RECYCLING BAG RETROSPOT,ROSES REGENCY TEACUP AND SAUCER}","{RED TOADSTOOL LED NIGHT LIGHT}",0.0053,0.875,0.006,12.6812,21
"{CHARLOTTE BAG SUKI DESIGN,CHOCOLATE HOT WATER BOTTLE,REGENCY CAKESTAND 3 TIER} => {WOODLAND CHARLOTTE BAG}","{CHARLOTTE BAG SUKI DESIGN,CHOCOLATE HOT WATER BOTTLE,REGENCY CAKESTAND 3 TIER}","{WOODLAND CHARLOTTE BAG}",0.0068,0.931,0.0073,12.6671,27
"{HOT WATER BOTTLE TEA AND SYMPATHY,PACK OF 60 PINK PAISLEY CAKE CASES,PAPER CHAIN KIT 50'S CHRISTMAS} => {6 RIBBONS RUSTIC CHARM}","{HOT WATER BOTTLE TEA AND SYMPATHY,PACK OF 60 PINK PAISLEY CAKE CASES,PAPER CHAIN KIT 50'S CHRISTMAS}","{6 RIBBONS RUSTIC CHARM}",0.0055,0.9167,0.006,12.6437,22
"{6 RIBBONS RUSTIC CHARM,60 TEATIME FAIRY CAKE CASES,LUNCH BAG BLACK SKULL.} => {WOODLAND CHARLOTTE BAG}","{6 RIBBONS RUSTIC CHARM,60 TEATIME FAIRY CAKE CASES,LUNCH BAG BLACK SKULL.}","{WOODLAND CHARLOTTE BAG}",0.0065,0.9286,0.007,12.6336,26
"{PACK OF 72 RETROSPOT CAKE CASES,PAPER CHAIN KIT 50'S CHRISTMAS,WOODLAND CHARLOTTE BAG} => {CHARLOTTE BAG SUKI DESIGN}","{PACK OF 72 RETROSPOT CAKE CASES,PAPER CHAIN KIT 50'S CHRISTMAS,WOODLAND CHARLOTTE BAG}","{CHARLOTTE BAG SUKI DESIGN}",0.005,0.7692,0.0065,12.6103,20
"{CHARLOTTE BAG SUKI DESIGN,CHOCOLATE HOT WATER BOTTLE,PACK OF 72 RETROSPOT CAKE CASES} => {WOODLAND CHARLOTTE BAG}","{CHARLOTTE BAG SUKI DESIGN,CHOCOLATE HOT WATER BOTTLE,PACK OF 72 RETROSPOT CAKE CASES}","{WOODLAND CHARLOTTE BAG}",0.0063,0.9259,0.0068,12.5976,25
"{6 RIBBONS RUSTIC CHARM,CHARLOTTE BAG SUKI DESIGN,REGENCY CAKESTAND 3 TIER} => {WOODLAND CHARLOTTE BAG}","{6 RIBBONS RUSTIC CHARM,CHARLOTTE BAG SUKI DESIGN,REGENCY CAKESTAND 3 TIER}","{WOODLAND CHARLOTTE BAG}",0.0063,0.9259,0.0068,12.5976,25
"{CHARLOTTE BAG SUKI DESIGN,PAPER CHAIN KIT 50'S CHRISTMAS,WOODLAND CHARLOTTE BAG} => {PAPER CHAIN KIT VINTAGE CHRISTMAS}","{CHARLOTTE BAG SUKI DESIGN,PAPER CHAIN KIT 50'S CHRISTMAS,WOODLAND CHARLOTTE BAG}","{PAPER CHAIN KIT VINTAGE CHRISTMAS}",0.0058,0.8214,0.007,12.5889,23
"{CHARLOTTE BAG SUKI DESIGN,LUNCH BAG WOODLAND,REGENCY CAKESTAND 3 TIER} => {WOODLAND CHARLOTTE BAG}","{CHARLOTTE BAG SUKI DESIGN,LUNCH BAG WOODLAND,REGENCY CAKESTAND 3 TIER}","{WOODLAND CHARLOTTE BAG}",0.006,0.9231,0.0065,12.5589,24
"{60 TEATIME FAIRY CAKE CASES,PAPER CHAIN KIT 50'S CHRISTMAS,WOODLAND CHARLOTTE BAG} => {6 RIBBONS RUSTIC CHARM}","{60 TEATIME FAIRY CAKE CASES,PAPER CHAIN KIT 50'S CHRISTMAS,WOODLAND CHARLOTTE BAG}","{6 RIBBONS RUSTIC CHARM}",0.005,0.9091,0.0055,12.5392,20
"{PACK OF 72 RETROSPOT CAKE CASES,PAPER CHAIN KIT VINTAGE CHRISTMAS,REGENCY CAKESTAND 3 TIER} => {WOODLAND CHARLOTTE BAG}","{PACK OF 72 RETROSPOT CAKE CASES,PAPER CHAIN KIT VINTAGE CHRISTMAS,REGENCY CAKESTAND 3 TIER}","{WOODLAND CHARLOTTE BAG}",0.0058,0.92,0.0062,12.517,23
"{CHOCOLATE HOT WATER BOTTLE,LUNCH BAG BLACK SKULL.,REGENCY CAKESTAND 3 TIER} => {WOODLAND CHARLOTTE BAG}","{CHOCOLATE HOT WATER BOTTLE,LUNCH BAG BLACK SKULL.,REGENCY CAKESTAND 3 TIER}","{WOODLAND CHARLOTTE BAG}",0.0058,0.92,0.0062,12.517,23
"{JUMBO BAG WOODLAND ANIMALS,RECYCLING BAG RETROSPOT,REGENCY CAKESTAND 3 TIER} => {WOODLAND CHARLOTTE BAG}","{JUMBO BAG WOODLAND ANIMALS,RECYCLING BAG RETROSPOT,REGENCY CAKESTAND 3 TIER}","{WOODLAND CHARLOTTE BAG}",0.0058,0.92,0.0062,12.517,23
"{PACK OF 72 RETROSPOT CAKE CASES,REGENCY CAKESTAND 3 TIER,WOODLAND CHARLOTTE BAG} => {CHARLOTTE BAG SUKI DESIGN}","{PACK OF 72 RETROSPOT CAKE CASES,REGENCY CAKESTAND 3 TIER,WOODLAND CHARLOTTE BAG}","{CHARLOTTE BAG SUKI DESIGN}",0.008,0.7619,0.0105,12.4902,32
"{LUNCH BAG BLACK SKULL.,LUNCH BAG SPACEBOY DESIGN,WOODLAND CHARLOTTE BAG} => {CHARLOTTE BAG SUKI DESIGN}","{LUNCH BAG BLACK SKULL.,LUNCH BAG SPACEBOY DESIGN,WOODLAND CHARLOTTE BAG}","{CHARLOTTE BAG SUKI DESIGN}",0.0088,0.7609,0.0115,12.4733,35
"{HOT WATER BOTTLE TEA AND SYMPATHY,PAPER CHAIN KIT VINTAGE CHRISTMAS,REGENCY CAKESTAND 3 TIER} => {WOODLAND CHARLOTTE BAG}","{HOT WATER BOTTLE TEA AND SYMPATHY,PAPER CHAIN KIT VINTAGE CHRISTMAS,REGENCY CAKESTAND 3 TIER}","{WOODLAND CHARLOTTE BAG}",0.0055,0.9167,0.006,12.4717,22
"{HOT WATER BOTTLE TEA AND SYMPATHY,PACK OF 60 PINK PAISLEY CAKE CASES,PAPER CHAIN KIT 50'S CHRISTMAS} => {WOODLAND CHARLOTTE BAG}","{HOT WATER BOTTLE TEA AND SYMPATHY,PACK OF 60 PINK PAISLEY CAKE CASES,PAPER CHAIN KIT 50'S CHRISTMAS}","{WOODLAND CHARLOTTE BAG}",0.0055,0.9167,0.006,12.4717,22
"{CHARLOTTE BAG SUKI DESIGN,HOT WATER BOTTLE TEA AND SYMPATHY,REGENCY CAKESTAND 3 TIER} => {WOODLAND CHARLOTTE BAG}","{CHARLOTTE BAG SUKI DESIGN,HOT WATER BOTTLE TEA AND SYMPATHY,REGENCY CAKESTAND 3 TIER}","{WOODLAND CHARLOTTE BAG}",0.0055,0.9167,0.006,12.4717,22
"{CHARLOTTE BAG SUKI DESIGN,LUNCH BAG CARS BLUE,PACK OF 72 SKULL CAKE CASES} => {WOODLAND CHARLOTTE BAG}","{CHARLOTTE BAG SUKI DESIGN,LUNCH BAG CARS BLUE,PACK OF 72 SKULL CAKE CASES}","{WOODLAND CHARLOTTE BAG}",0.0055,0.9167,0.006,12.4717,22
"{CHARLOTTE BAG SUKI DESIGN,LUNCH BAG RED RETROSPOT,REGENCY CAKESTAND 3 TIER} => {WOODLAND CHARLOTTE BAG}","{CHARLOTTE BAG SUKI DESIGN,LUNCH BAG RED RETROSPOT,REGENCY CAKESTAND 3 TIER}","{WOODLAND CHARLOTTE BAG}",0.0055,0.9167,0.006,12.4717,22
"{JUMBO BAG RED RETROSPOT,NATURAL SLATE HEART CHALKBOARD,VINTAGE SNAP CARDS} => {ROSES REGENCY TEACUP AND SAUCER}","{JUMBO BAG RED RETROSPOT,NATURAL SLATE HEART CHALKBOARD,VINTAGE SNAP CARDS}","{ROSES REGENCY TEACUP AND SAUCER}",0.0053,0.7778,0.0068,12.4444,21
"{REGENCY CAKESTAND 3 TIER,SWEETHEART CERAMIC TRINKET BOX,WOODLAND CHARLOTTE BAG} => {RECYCLING BAG RETROSPOT}","{REGENCY CAKESTAND 3 TIER,SWEETHEART CERAMIC TRINKET BOX,WOODLAND CHARLOTTE BAG}","{RECYCLING BAG RETROSPOT}",0.0055,0.8462,0.0065,12.4434,22
"{LUNCH BAG SUKI DESIGN,PACK OF 72 RETROSPOT CAKE CASES,WOODLAND CHARLOTTE BAG} => {CHARLOTTE BAG SUKI DESIGN}","{LUNCH BAG SUKI DESIGN,PACK OF 72 RETROSPOT CAKE CASES,WOODLAND CHARLOTTE BAG}","{CHARLOTTE BAG SUKI DESIGN}",0.0055,0.7586,0.0073,12.4364,22
"{CHOCOLATE HOT WATER BOTTLE,LUNCH BAG BLACK SKULL.,PACK OF 72 RETROSPOT CAKE CASES} => {WOODLAND CHARLOTTE BAG}","{CHOCOLATE HOT WATER BOTTLE,LUNCH BAG BLACK SKULL.,PACK OF 72 RETROSPOT CAKE CASES}","{WOODLAND CHARLOTTE BAG}",0.0053,0.913,0.0058,12.4224,21
"{60 TEATIME FAIRY CAKE CASES,CHOCOLATE HOT WATER BOTTLE,STRAWBERRY CERAMIC TRINKET BOX} => {WOODLAND CHARLOTTE BAG}","{60 TEATIME FAIRY CAKE CASES,CHOCOLATE HOT WATER BOTTLE,STRAWBERRY CERAMIC TRINKET BOX}","{WOODLAND CHARLOTTE BAG}",0.0053,0.913,0.0058,12.4224,21
"{JUMBO BAG PINK VINTAGE PAISLEY,RECYCLING BAG RETROSPOT,REGENCY CAKESTAND 3 TIER} => {WOODLAND CHARLOTTE BAG}","{JUMBO BAG PINK VINTAGE PAISLEY,RECYCLING BAG RETROSPOT,REGENCY CAKESTAND 3 TIER}","{WOODLAND CHARLOTTE BAG}",0.0053,0.913,0.0058,12.4224,21
"{LUNCH BAG SPACEBOY DESIGN,LUNCH BAG SUKI DESIGN,WOODLAND CHARLOTTE BAG} => {CHARLOTTE BAG SUKI DESIGN}","{LUNCH BAG SPACEBOY DESIGN,LUNCH BAG SUKI DESIGN,WOODLAND CHARLOTTE BAG}","{CHARLOTTE BAG SUKI DESIGN}",0.007,0.7568,0.0092,12.4058,28
"{LUNCH BAG RED RETROSPOT,LUNCH BAG WOODLAND,PACK OF 72 SKULL CAKE CASES} => {PACK OF 72 RETROSPOT CAKE CASES}","{LUNCH BAG RED RETROSPOT,LUNCH BAG WOODLAND,PACK OF 72 SKULL CAKE CASES}","{PACK OF 72 RETROSPOT CAKE CASES}",0.0055,0.9167,0.006,12.3874,22
"{NATURAL SLATE HEART CHALKBOARD,PAPER CHAIN KIT 50'S CHRISTMAS,WHITE HANGING HEART T-LIGHT HOLDER} => {PAPER CHAIN KIT VINTAGE CHRISTMAS}","{NATURAL SLATE HEART CHALKBOARD,PAPER CHAIN KIT 50'S CHRISTMAS,WHITE HANGING HEART T-LIGHT HOLDER}","{PAPER CHAIN KIT VINTAGE CHRISTMAS}",0.0053,0.8077,0.0065,12.3784,21
"{HOT WATER BOTTLE TEA AND SYMPATHY,PAPER CHAIN KIT 50'S CHRISTMAS,VINTAGE SNAP CARDS} => {WOODLAND CHARLOTTE BAG}","{HOT WATER BOTTLE TEA AND SYMPATHY,PAPER CHAIN KIT 50'S CHRISTMAS,VINTAGE SNAP CARDS}","{WOODLAND CHARLOTTE BAG}",0.005,0.9091,0.0055,12.3686,20
"{HOT WATER BOTTLE TEA AND SYMPATHY,RECYCLING BAG RETROSPOT,REGENCY CAKESTAND 3 TIER} => {WOODLAND CHARLOTTE BAG}","{HOT WATER BOTTLE TEA AND SYMPATHY,RECYCLING BAG RETROSPOT,REGENCY CAKESTAND 3 TIER}","{WOODLAND CHARLOTTE BAG}",0.005,0.9091,0.0055,12.3686,20
"{6 RIBBONS RUSTIC CHARM,CHOCOLATE HOT WATER BOTTLE,STRAWBERRY CERAMIC TRINKET BOX} => {WOODLAND CHARLOTTE BAG}","{6 RIBBONS RUSTIC CHARM,CHOCOLATE HOT WATER BOTTLE,STRAWBERRY CERAMIC TRINKET BOX}","{WOODLAND CHARLOTTE BAG}",0.005,0.9091,0.0055,12.3686,20
"{6 RIBBONS RUSTIC CHARM,PACK OF 72 RETROSPOT CAKE CASES,PAPER CHAIN KIT 50'S CHRISTMAS} => {WOODLAND CHARLOTTE BAG}","{6 RIBBONS RUSTIC CHARM,PACK OF 72 RETROSPOT CAKE CASES,PAPER CHAIN KIT 50'S CHRISTMAS}","{WOODLAND CHARLOTTE BAG}",0.005,0.9091,0.0055,12.3686,20
"{6 RIBBONS RUSTIC CHARM,SWEETHEART CERAMIC TRINKET BOX,VINTAGE SNAP CARDS} => {WOODLAND CHARLOTTE BAG}","{6 RIBBONS RUSTIC CHARM,SWEETHEART CERAMIC TRINKET BOX,VINTAGE SNAP CARDS}","{WOODLAND CHARLOTTE BAG}",0.005,0.9091,0.0055,12.3686,20
"{JUMBO BAG WOODLAND ANIMALS,PACK OF 60 PINK PAISLEY CAKE CASES,REGENCY CAKESTAND 3 TIER} => {WOODLAND CHARLOTTE BAG}","{JUMBO BAG WOODLAND ANIMALS,PACK OF 60 PINK PAISLEY CAKE CASES,REGENCY CAKESTAND 3 TIER}","{WOODLAND CHARLOTTE BAG}",0.005,0.9091,0.0055,12.3686,20
"{JUMBO SHOPPER VINTAGE RED PAISLEY,RECYCLING BAG RETROSPOT,REGENCY CAKESTAND 3 TIER} => {WOODLAND CHARLOTTE BAG}","{JUMBO SHOPPER VINTAGE RED PAISLEY,RECYCLING BAG RETROSPOT,REGENCY CAKESTAND 3 TIER}","{WOODLAND CHARLOTTE BAG}",0.005,0.9091,0.0055,12.3686,20
"{RECIPE BOX PANTRY YELLOW DESIGN,RED TOADSTOOL LED NIGHT LIGHT,ROSES REGENCY TEACUP AND SAUCER} => {RECYCLING BAG RETROSPOT}","{RECIPE BOX PANTRY YELLOW DESIGN,RED TOADSTOOL LED NIGHT LIGHT,ROSES REGENCY TEACUP AND SAUCER}","{RECYCLING BAG RETROSPOT}",0.0053,0.84,0.0063,12.3529,21
"{LUNCH BAG BLACK SKULL.,LUNCH BAG SPACEBOY DESIGN,PACK OF 72 RETROSPOT CAKE CASES} => {PACK OF 72 SKULL CAKE CASES}","{LUNCH BAG BLACK SKULL.,LUNCH BAG SPACEBOY DESIGN,PACK OF 72 RETROSPOT CAKE CASES}","{PACK OF 72 SKULL CAKE CASES}",0.0063,0.7812,0.008,12.3518,25
"{JUMBO BAG RED RETROSPOT,RED TOADSTOOL LED NIGHT LIGHT,VINTAGE SNAP CARDS} => {ROSES REGENCY TEACUP AND SAUCER}","{JUMBO BAG RED RETROSPOT,RED TOADSTOOL LED NIGHT LIGHT,VINTAGE SNAP CARDS}","{ROSES REGENCY TEACUP AND SAUCER}",0.005,0.7692,0.0065,12.3077,20
"{6 RIBBONS RUSTIC CHARM,JUMBO BAG RED RETROSPOT,NATURAL SLATE HEART CHALKBOARD} => {ROSES REGENCY TEACUP AND SAUCER}","{6 RIBBONS RUSTIC CHARM,JUMBO BAG RED RETROSPOT,NATURAL SLATE HEART CHALKBOARD}","{ROSES REGENCY TEACUP AND SAUCER}",0.005,0.7692,0.0065,12.3077,20
"{60 TEATIME FAIRY CAKE CASES,LUNCH BAG BLACK SKULL.,LUNCH BAG SUKI DESIGN} => {PACK OF 72 SKULL CAKE CASES}","{60 TEATIME FAIRY CAKE CASES,LUNCH BAG BLACK SKULL.,LUNCH BAG SUKI DESIGN}","{PACK OF 72 SKULL CAKE CASES}",0.007,0.7778,0.009,12.2969,28
"{LUNCH BAG BLACK SKULL.,REGENCY CAKESTAND 3 TIER,WOODLAND CHARLOTTE BAG} => {CHARLOTTE BAG SUKI DESIGN}","{LUNCH BAG BLACK SKULL.,REGENCY CAKESTAND 3 TIER,WOODLAND CHARLOTTE BAG}","{CHARLOTTE BAG SUKI DESIGN}",0.0075,0.75,0.01,12.2951,30
"{PAPER CHAIN KIT 50'S CHRISTMAS,REGENCY CAKESTAND 3 TIER,WOODLAND CHARLOTTE BAG} => {CHARLOTTE BAG SUKI DESIGN}","{PAPER CHAIN KIT 50'S CHRISTMAS,REGENCY CAKESTAND 3 TIER,WOODLAND CHARLOTTE BAG}","{CHARLOTTE BAG SUKI DESIGN}",0.0053,0.75,0.007,12.2951,21
"{6 RIBBONS RUSTIC CHARM,LUNCH BAG CARS BLUE,WOODLAND CHARLOTTE BAG} => {CHARLOTTE BAG SUKI DESIGN}","{6 RIBBONS RUSTIC CHARM,LUNCH BAG CARS BLUE,WOODLAND CHARLOTTE BAG}","{CHARLOTTE BAG SUKI DESIGN}",0.0053,0.75,0.007,12.2951,21
"{PACK OF 72 RETROSPOT CAKE CASES,RECIPE BOX PANTRY YELLOW DESIGN,WOODLAND CHARLOTTE BAG} => {CHARLOTTE BAG SUKI DESIGN}","{PACK OF 72 RETROSPOT CAKE CASES,RECIPE BOX PANTRY YELLOW DESIGN,WOODLAND CHARLOTTE BAG}","{CHARLOTTE BAG SUKI DESIGN}",0.0053,0.75,0.007,12.2951,21
"{JUMBO BAG PINK VINTAGE PAISLEY,JUMBO BAG WOODLAND ANIMALS,WOODLAND CHARLOTTE BAG} => {CHARLOTTE BAG SUKI DESIGN}","{JUMBO BAG PINK VINTAGE PAISLEY,JUMBO BAG WOODLAND ANIMALS,WOODLAND CHARLOTTE BAG}","{CHARLOTTE BAG SUKI DESIGN}",0.0053,0.75,0.007,12.2951,21
"{JUMBO STORAGE BAG SUKI,LUNCH BAG SPACEBOY DESIGN,WOODLAND CHARLOTTE BAG} => {CHARLOTTE BAG SUKI DESIGN}","{JUMBO STORAGE BAG SUKI,LUNCH BAG SPACEBOY DESIGN,WOODLAND CHARLOTTE BAG}","{CHARLOTTE BAG SUKI DESIGN}",0.0053,0.75,0.007,12.2951,21
"{LUNCH BAG BLACK SKULL.,PARTY BUNTING,REGENCY CAKESTAND 3 TIER} => {CHARLOTTE BAG SUKI DESIGN}","{LUNCH BAG BLACK SKULL.,PARTY BUNTING,REGENCY CAKESTAND 3 TIER}","{CHARLOTTE BAG SUKI DESIGN}",0.0053,0.75,0.007,12.2951,21
"{CHARLOTTE BAG SUKI DESIGN,LUNCH BAG SPACEBOY DESIGN,PACK OF 72 SKULL CAKE CASES} => {PACK OF 72 RETROSPOT CAKE CASES}","{CHARLOTTE BAG SUKI DESIGN,LUNCH BAG SPACEBOY DESIGN,PACK OF 72 SKULL CAKE CASES}","{PACK OF 72 RETROSPOT CAKE CASES}",0.005,0.9091,0.0055,12.285,20
"{PACK OF 72 RETROSPOT CAKE CASES,PAPER CHAIN KIT 50'S CHRISTMAS,WHITE HANGING HEART T-LIGHT HOLDER} => {PAPER CHAIN KIT VINTAGE CHRISTMAS}","{PACK OF 72 RETROSPOT CAKE CASES,PAPER CHAIN KIT 50'S CHRISTMAS,WHITE HANGING HEART T-LIGHT HOLDER}","{PAPER CHAIN KIT VINTAGE CHRISTMAS}",0.005,0.8,0.0062,12.2605,20
"{HEART OF WICKER SMALL,REGENCY CAKESTAND 3 TIER,WOODLAND CHARLOTTE BAG} => {RECYCLING BAG RETROSPOT}","{HEART OF WICKER SMALL,REGENCY CAKESTAND 3 TIER,WOODLAND CHARLOTTE BAG}","{RECYCLING BAG RETROSPOT}",0.005,0.8333,0.006,12.2549,20
"{HEART OF WICKER SMALL,REGENCY CAKESTAND 3 TIER,STRAWBERRY CERAMIC TRINKET BOX} => {RECYCLING BAG RETROSPOT}","{HEART OF WICKER SMALL,REGENCY CAKESTAND 3 TIER,STRAWBERRY CERAMIC TRINKET BOX}","{RECYCLING BAG RETROSPOT}",0.005,0.8333,0.006,12.2549,20
"{6 RIBBONS RUSTIC CHARM,PACK OF 60 PINK PAISLEY CAKE CASES,PAPER CHAIN KIT 50'S CHRISTMAS} => {HOT WATER BOTTLE TEA AND SYMPATHY}","{6 RIBBONS RUSTIC CHARM,PACK OF 60 PINK PAISLEY CAKE CASES,PAPER CHAIN KIT 50'S CHRISTMAS}","{HOT WATER BOTTLE TEA AND SYMPATHY}",0.0055,0.88,0.0062,12.2222,22
"{PAPER CHAIN KIT 50'S CHRISTMAS,WHITE HANGING HEART T-LIGHT HOLDER,WOODLAND CHARLOTTE BAG} => {6 RIBBONS RUSTIC CHARM}","{PAPER CHAIN KIT 50'S CHRISTMAS,WHITE HANGING HEART T-LIGHT HOLDER,WOODLAND CHARLOTTE BAG}","{6 RIBBONS RUSTIC CHARM}",0.0058,0.8846,0.0065,12.2016,23
"{CHOCOLATE HOT WATER BOTTLE,PACK OF 72 RETROSPOT CAKE CASES,REGENCY CAKESTAND 3 TIER} => {WOODLAND CHARLOTTE BAG}","{CHOCOLATE HOT WATER BOTTLE,PACK OF 72 RETROSPOT CAKE CASES,REGENCY CAKESTAND 3 TIER}","{WOODLAND CHARLOTTE BAG}",0.0065,0.8966,0.0072,12.198,26
"{60 TEATIME FAIRY CAKE CASES,LUNCH BAG CARS BLUE,WOODLAND CHARLOTTE BAG} => {CHARLOTTE BAG SUKI DESIGN}","{60 TEATIME FAIRY CAKE CASES,LUNCH BAG CARS BLUE,WOODLAND CHARLOTTE BAG}","{CHARLOTTE BAG SUKI DESIGN}",0.0065,0.7429,0.0087,12.178,26
"{PAPER CHAIN KIT 50'S CHRISTMAS,PAPER CHAIN KIT VINTAGE CHRISTMAS,WOODLAND CHARLOTTE BAG} => {CHARLOTTE BAG SUKI DESIGN}","{PAPER CHAIN KIT 50'S CHRISTMAS,PAPER CHAIN KIT VINTAGE CHRISTMAS,WOODLAND CHARLOTTE BAG}","{CHARLOTTE BAG SUKI DESIGN}",0.0058,0.7419,0.0078,12.1629,23
"{60 TEATIME FAIRY CAKE CASES,LUNCH BAG SUKI DESIGN,WOODLAND CHARLOTTE BAG} => {CHARLOTTE BAG SUKI DESIGN}","{60 TEATIME FAIRY CAKE CASES,LUNCH BAG SUKI DESIGN,WOODLAND CHARLOTTE BAG}","{CHARLOTTE BAG SUKI DESIGN}",0.0058,0.7419,0.0078,12.1629,23
"{CHARLOTTE BAG SUKI DESIGN,PACK OF 72 RETROSPOT CAKE CASES,STRAWBERRY CERAMIC TRINKET BOX} => {PACK OF 72 SKULL CAKE CASES}","{CHARLOTTE BAG SUKI DESIGN,PACK OF 72 RETROSPOT CAKE CASES,STRAWBERRY CERAMIC TRINKET BOX}","{PACK OF 72 SKULL CAKE CASES}",0.005,0.7692,0.0065,12.1618,20
"{60 TEATIME FAIRY CAKE CASES,LUNCH BAG WOODLAND,PACK OF 72 RETROSPOT CAKE CASES} => {PACK OF 72 SKULL CAKE CASES}","{60 TEATIME FAIRY CAKE CASES,LUNCH BAG WOODLAND,PACK OF 72 RETROSPOT CAKE CASES}","{PACK OF 72 SKULL CAKE CASES}",0.005,0.7692,0.0065,12.1618,20
"{JUMBO BAG PINK POLKADOT,JUMBO SHOPPER VINTAGE RED PAISLEY,RECYCLING BAG RETROSPOT} => {JUMBO BAG WOODLAND ANIMALS}","{JUMBO BAG PINK POLKADOT,JUMBO SHOPPER VINTAGE RED PAISLEY,RECYCLING BAG RETROSPOT}","{JUMBO BAG WOODLAND ANIMALS}",0.006,0.7742,0.0078,12.1442,24
"{PAPER CHAIN KIT VINTAGE CHRISTMAS,REGENCY CAKESTAND 3 TIER,WOODLAND CHARLOTTE BAG} => {CHARLOTTE BAG SUKI DESIGN}","{PAPER CHAIN KIT VINTAGE CHRISTMAS,REGENCY CAKESTAND 3 TIER,WOODLAND CHARLOTTE BAG}","{CHARLOTTE BAG SUKI DESIGN}",0.005,0.7407,0.0068,12.1433,20
"{60 TEATIME FAIRY CAKE CASES,PACK OF 72 RETROSPOT CAKE CASES,RECYCLING BAG RETROSPOT} => {CHARLOTTE BAG SUKI DESIGN}","{60 TEATIME FAIRY CAKE CASES,PACK OF 72 RETROSPOT CAKE CASES,RECYCLING BAG RETROSPOT}","{CHARLOTTE BAG SUKI DESIGN}",0.005,0.7407,0.0068,12.1433,20
"{CHARLOTTE BAG SUKI DESIGN,PACK OF 72 RETROSPOT CAKE CASES,REGENCY CAKESTAND 3 TIER} => {WOODLAND CHARLOTTE BAG}","{CHARLOTTE BAG SUKI DESIGN,PACK OF 72 RETROSPOT CAKE CASES,REGENCY CAKESTAND 3 TIER}","{WOODLAND CHARLOTTE BAG}",0.008,0.8889,0.009,12.0937,32
"{6 RIBBONS RUSTIC CHARM,60 TEATIME FAIRY CAKE CASES,CHOCOLATE HOT WATER BOTTLE} => {WOODLAND CHARLOTTE BAG}","{6 RIBBONS RUSTIC CHARM,60 TEATIME FAIRY CAKE CASES,CHOCOLATE HOT WATER BOTTLE}","{WOODLAND CHARLOTTE BAG}",0.006,0.8889,0.0068,12.0937,24
"{CHARLOTTE BAG SUKI DESIGN,LUNCH BAG CARS BLUE,REGENCY CAKESTAND 3 TIER} => {WOODLAND CHARLOTTE BAG}","{CHARLOTTE BAG SUKI DESIGN,LUNCH BAG CARS BLUE,REGENCY CAKESTAND 3 TIER}","{WOODLAND CHARLOTTE BAG}",0.006,0.8889,0.0068,12.0937,24
"{6 RIBBONS RUSTIC CHARM,JUMBO BAG WOODLAND ANIMALS,WHITE HANGING HEART T-LIGHT HOLDER} => {RECYCLING BAG RETROSPOT}","{6 RIBBONS RUSTIC CHARM,JUMBO BAG WOODLAND ANIMALS,WHITE HANGING HEART T-LIGHT HOLDER}","{RECYCLING BAG RETROSPOT}",0.0058,0.8214,0.007,12.0798,23
"{JUMBO BAG RED RETROSPOT,ROSES REGENCY TEACUP AND SAUCER,VINTAGE SNAP CARDS} => {RED TOADSTOOL LED NIGHT LIGHT}","{JUMBO BAG RED RETROSPOT,ROSES REGENCY TEACUP AND SAUCER,VINTAGE SNAP CARDS}","{RED TOADSTOOL LED NIGHT LIGHT}",0.005,0.8333,0.006,12.0773,20
"{NATURAL SLATE HEART CHALKBOARD,RECYCLING BAG RETROSPOT,ROSES REGENCY TEACUP AND SAUCER} => {RED TOADSTOOL LED NIGHT LIGHT}","{NATURAL SLATE HEART CHALKBOARD,RECYCLING BAG RETROSPOT,ROSES REGENCY TEACUP AND SAUCER}","{RED TOADSTOOL LED NIGHT LIGHT}",0.005,0.8333,0.006,12.0773,20
"{JUMBO BAG PINK VINTAGE PAISLEY,JUMBO BAG RED RETROSPOT,WOODLAND CHARLOTTE BAG} => {CHARLOTTE BAG SUKI DESIGN}","{JUMBO BAG PINK VINTAGE PAISLEY,JUMBO BAG RED RETROSPOT,WOODLAND CHARLOTTE BAG}","{CHARLOTTE BAG SUKI DESIGN}",0.0063,0.7353,0.0085,12.054,25
"{LUNCH BAG SUKI DESIGN,REGENCY CAKESTAND 3 TIER,WOODLAND CHARLOTTE BAG} => {CHARLOTTE BAG SUKI DESIGN}","{LUNCH BAG SUKI DESIGN,REGENCY CAKESTAND 3 TIER,WOODLAND CHARLOTTE BAG}","{CHARLOTTE BAG SUKI DESIGN}",0.0063,0.7353,0.0085,12.054,25
